id,run_id,machine_id,timestamp,elapsed_seconds,phase,stress_cpu_target_pct,stress_memory_target_mb,cpu_pct,cpu_per_core_json,cpu_frequency_mhz,ram_pct,ram_used_mb,ram_available_mb,swap_pct,swap_used_mb,disk_usage_pct,disk_free_gb,disk_read_mb_s,disk_write_mb_s,disk_latency_ms,net_sent_mb_s,net_recv_mb_s,network_latency_ms,process_count,thread_count,context_switches_per_s,temperature_c,gpu_usage_pct,gpu_per_device_json,battery_pct,battery_plugged,sensor_errors_json,missed_deadline,legacy_id
1,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:22.442Z,0.07,baseline,,,0.0,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 100.0, 0.0]",3504.0,77.9,5465.6,3792.1,0.0,0.0,3.1,387.25,,,,,,63.659,383,1717,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
2,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:24.461Z,2.088,baseline,,,21.0,"[38.4, 33.8, 31.3, 26.0, 36.8, 10.0, 6.0, 15.9, 9.5, 3.5]",3504.0,78.2,5538.7,3743.5,0.0,0.0,3.1,387.25,8.3898,0.0225,0.607,0.0071,0.047,67.761,383,1731,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
3,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:26.427Z,4.058,baseline,,,10.6,"[16.6, 13.6, 12.5, 8.5, 36.7, 8.0, 2.0, 7.0, 1.0, 0.0]",3504.0,77.9,5540.3,3789.2,0.0,0.0,3.1,387.25,0.1024,0.2068,0.22,0.0,0.0005,36.629,383,1723,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
4,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:28.440Z,6.076,baseline,,,35.1,"[33.7, 32.3, 26.9, 23.2, 60.8, 47.7, 43.7, 38.9, 25.3, 18.6]",3504.0,77.6,5907.8,3841.5,0.0,0.0,3.1,387.25,1.5395,8.5865,0.117,0.0539,1.4882,66.743,383,1770,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
5,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:30.420Z,8.06,baseline,,,32.1,"[31.5, 30.0, 23.5, 17.6, 47.2, 32.7, 25.6, 57.5, 33.3, 21.9]",3504.0,78.2,5910.9,3740.0,0.0,0.0,3.1,387.25,4.4035,0.2411,1.863,0.0358,0.3448,42.665,383,1774,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
6,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:32.448Z,10.092,baseline,,,14.5,"[20.8, 20.2, 12.7, 10.1, 16.6, 1.0, 0.5, 30.3, 22.6, 10.6]",3504.0,76.9,5681.5,3976.4,0.0,0.0,3.1,387.25,1.63,1.4514,0.297,0.0298,1.1404,79.308,383,1764,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
7,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:34.411Z,12.058,baseline,,,16.1,"[29.5, 24.7, 25.5, 19.1, 7.0, 1.0, 0.5, 37.0, 13.6, 3.0]",3504.0,77.4,5793.2,3887.6,0.0,0.0,3.1,387.25,0.4219,0.0184,0.188,0.0015,0.001,44.274,383,1735,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
8,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:36.403Z,14.053,baseline,,,23.6,"[32.8, 31.2, 28.0, 24.5, 19.9, 12.6, 9.0, 39.7, 23.1, 15.1]",3504.0,78.0,5602.4,3773.0,0.0,0.0,3.1,387.24,13.8897,2.7689,0.348,0.001,0.001,41.593,384,1772,559.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
9,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:38.378Z,16.031,baseline,,,20.1,"[32.8, 31.2, 25.4, 22.2, 15.1, 5.5, 3.0, 33.2, 20.6, 12.1]",3504.0,79.1,5459.8,3598.9,0.0,0.0,3.1,387.25,1.3023,8.6165,0.104,0.0307,0.7924,20.061,384,1811,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
10,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:40.383Z,18.039,baseline,,,21.9,"[31.7, 30.3, 25.0, 18.6, 24.5, 4.0, 2.0, 38.2, 30.0, 15.0]",3504.0,79.3,5518.8,3556.2,0.0,0.0,3.1,387.25,0.4649,0.1495,0.25,0.0195,0.065,24.106,384,1803,79.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
11,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:42.427Z,20.085,baseline,,,17.9,"[21.1, 20.5, 13.1, 12.0, 32.0, 25.0, 8.5, 31.8, 7.0, 7.5]",3504.0,79.2,5515.0,3582.0,0.0,0.0,3.1,387.25,4.4587,3.1836,0.29,0.0077,0.1533,67.41,384,1803,11.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
12,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:44.404Z,22.063,baseline,,,11.5,"[19.1, 17.1, 15.5, 10.6, 21.5, 21.7, 1.5, 8.0, 0.5, 0.0]",3504.0,78.3,5372.7,3731.0,0.0,0.0,3.1,387.25,0.9974,0.0246,0.526,0.0015,0.0005,43.383,384,1784,58.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
13,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:46.430Z,24.092,baseline,,,11.2,"[22.1, 20.1, 15.1, 12.6, 13.6, 26.5, 0.5, 2.0, 0.0, 0.0]",3504.0,78.3,5380.9,3734.5,0.0,0.0,3.1,387.25,0.1536,0.1905,0.081,0.0102,0.5397,73.61,384,1776,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
14,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:48.420Z,26.083,baseline,,,13.5,"[22.2, 20.2, 17.5, 12.6, 28.1, 17.0, 5.0, 5.5, 4.0, 3.5]",3504.0,78.2,5374.3,3746.7,0.0,0.0,3.1,387.25,0.3277,0.2028,0.144,0.0041,0.001,63.976,384,1746,1008.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
15,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:50.386Z,28.049,baseline,,,14.5,"[26.3, 24.2, 19.3, 16.6, 23.6, 23.1, 3.5, 8.5, 0.0, 0.5]",3504.0,78.8,5515.1,3635.2,0.0,0.0,3.1,387.25,0.4188,0.039,0.269,0.0046,0.3906,37.669,384,1750,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
16,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:52.433Z,30.098,baseline,,,12.9,"[20.5, 18.5, 14.5, 10.0, 30.0, 15.5, 7.0, 12.5, 0.5, 0.5]",3504.0,78.6,5483.2,3672.9,0.0,0.0,3.1,387.25,0.002,1.4383,0.444,0.0051,0.1241,78.976,384,1744,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
17,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:54.403Z,32.069,baseline,,,11.7,"[21.2, 19.7, 15.6, 10.1, 31.8, 12.5, 1.5, 4.0, 0.5, 0.0]",3504.0,78.7,5497.2,3663.8,0.0,0.0,3.1,387.25,0.0164,0.503,0.5,0.0041,0.1483,53.73,384,1734,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
18,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:56.402Z,34.069,baseline,,,17.1,"[25.4, 22.7, 19.2, 17.0, 35.0, 22.1, 8.0, 13.5, 5.0, 3.5]",3504.0,78.8,5529.1,3636.4,0.0,0.0,3.1,387.25,0.299,0.4014,0.148,0.0169,0.3738,54.549,384,1737,80.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
19,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:30:58.405Z,36.072,baseline,,,19.2,"[30.0, 26.1, 22.7, 17.1, 23.0, 7.5, 4.0, 37.2, 19.6, 4.5]",3504.0,79.5,5546.4,3521.3,0.0,0.0,3.1,387.25,0.8927,0.3268,0.428,0.0153,0.0071,51.211,384,1772,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
20,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:00.386Z,38.054,baseline,,,19.7,"[34.0, 31.5, 26.6, 23.2, 11.6, 2.0, 0.0, 37.7, 24.1, 6.0]",3504.0,78.7,5418.0,3661.9,0.0,0.0,3.1,387.25,2.9651,0.0205,0.196,0.0082,0.3778,39.171,384,1790,2920.7,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
21,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:02.402Z,40.071,baseline,,,18.9,"[34.7, 33.0, 29.3, 24.5, 7.5, 0.5, 0.5, 33.2, 22.5, 3.5]",3504.0,78.5,5423.6,3685.2,0.0,0.0,3.1,387.25,2.4066,1.4668,0.248,0.0123,0.5833,53.181,370,1726,186.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
22,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:04.373Z,42.042,baseline,,,15.4,"[26.1, 23.2, 19.0, 14.1, 10.5, 2.0, 0.5, 34.7, 18.6, 5.0]",3504.0,79.0,5515.5,3600.5,0.0,0.0,3.1,387.25,0.4116,0.2109,0.495,0.0005,0.0005,23.678,370,1736,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
23,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:06.387Z,44.057,baseline,,,23.9,"[28.9, 25.1, 22.2, 19.1, 29.1, 13.0, 9.0, 46.5, 28.3, 18.0]",3504.0,77.6,5722.3,3849.1,0.0,0.0,3.1,387.25,0.764,2.4046,0.057,0.0,0.0,42.28,370,1738,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
24,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:08.382Z,46.052,baseline,,,20.0,"[26.8, 21.2, 21.1, 14.1, 24.1, 17.6, 10.0, 30.2, 21.0, 13.6]",3504.0,77.7,5718.6,3823.1,0.0,0.0,3.1,387.25,0.1211,0.1498,0.109,0.0005,0.0005,39.319,370,1725,380.2,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
25,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:10.949Z,48.619,baseline,,,15.5,"[25.6, 23.1, 19.1, 16.1, 29.6, 20.6, 6.5, 9.5, 4.0, 1.0]",3504.0,77.8,5718.6,3821.0,0.0,0.0,3.1,387.25,0.0963,0.0389,0.2,0.0041,0.2929,605.831,370,1699,195.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
26,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:12.399Z,50.07,baseline,,,17.6,"[28.3, 23.7, 20.7, 18.6, 32.7, 20.1, 10.0, 14.5, 5.0, 2.5]",3504.0,77.8,5714.6,3818.5,0.0,0.0,3.1,387.25,2.2255,1.4755,0.241,0.0102,0.6535,50.289,370,1706,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
27,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:14.515Z,52.186,baseline,,,16.2,"[26.6, 27.8, 21.7, 18.0, 30.5, 17.5, 4.5, 14.6, 1.0, 0.0]",3504.0,77.7,5721.8,3824.2,0.0,0.0,3.1,387.25,0.043,0.0307,0.214,0.0143,0.3519,169.743,370,1727,247.6,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
28,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:16.390Z,54.061,baseline,,,17.1,"[28.3, 25.6, 23.0, 18.7, 37.4, 19.2, 5.5, 10.0, 2.5, 1.5]",3504.0,77.6,5646.1,3855.4,0.0,0.0,3.1,387.25,0.6285,0.0594,0.202,0.0072,0.2441,44.135,370,1742,623.2,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
29,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:18.370Z,56.041,baseline,,,16.9,"[29.6, 23.6, 19.7, 16.1, 34.2, 27.1, 8.0, 8.5, 1.5, 0.5]",3504.0,77.9,5643.6,3803.8,0.0,0.0,3.1,387.25,8.5971,0.7069,0.147,0.0026,0.0005,23.086,374,1775,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
30,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:20.403Z,58.075,baseline,,,21.4,"[31.8, 29.3, 23.1, 20.1, 38.2, 26.4, 15.0, 16.0, 8.0, 6.0]",3504.0,77.9,5627.2,3794.5,0.0,0.0,3.1,387.25,1.4221,0.5102,0.168,0.0041,0.0031,58.182,374,1770,674.4,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
31,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:22.372Z,60.044,baseline,,,20.1,"[29.8, 26.8, 21.6, 20.6, 37.7, 19.7, 14.1, 21.5, 7.0, 2.5]",3504.0,78.6,5633.3,3673.3,0.0,0.0,3.1,387.25,1.647,1.51,0.368,0.0092,0.4041,24.013,374,1773,33.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
32,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:24.406Z,62.078,baseline,,,13.6,"[22.7, 21.2, 17.6, 14.6, 8.0, 2.0, 1.0, 22.7, 21.5, 5.5]",3504.0,78.4,5592.3,3717.2,0.0,0.0,3.1,387.25,0.1659,0.0328,0.346,0.0041,0.1244,58.755,374,1749,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
33,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:26.418Z,64.09,baseline,,,16.4,"[25.1, 23.6, 21.2, 17.6, 15.1, 3.5, 0.5, 31.0, 18.6, 8.0]",3504.0,78.4,5607.3,3709.2,0.0,0.0,3.1,387.25,0.1106,0.3605,0.075,0.0061,0.1761,69.882,375,1745,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
34,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:28.367Z,66.039,baseline,,,14.8,"[25.8, 19.1, 16.1, 13.6, 16.5, 2.0, 0.5, 28.6, 20.2, 5.5]",3504.0,78.9,5568.8,3632.7,0.0,0.0,3.1,387.25,2.5826,0.6205,0.124,0.0056,0.2662,22.542,375,1731,1666.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
35,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:30.393Z,68.065,baseline,,,12.3,"[19.0, 17.7, 13.6, 10.6, 7.0, 2.0, 1.5, 26.1, 20.5, 5.5]",3504.0,78.6,5522.7,3678.2,0.0,0.0,3.1,387.25,0.1106,0.256,0.104,0.0005,0.001,48.229,375,1728,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
36,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:32.412Z,70.084,baseline,,,10.2,"[19.7, 15.6, 12.1, 7.5, 2.5, 0.5, 0.0, 27.0, 16.4, 1.0]",3504.0,78.0,5417.7,3782.3,0.0,0.0,3.1,387.25,1.7255,1.4773,0.453,0.0,0.0005,69.469,375,1713,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
37,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:34.463Z,72.136,baseline,,,12.2,"[23.1, 19.1, 16.5, 15.5, 2.0, 0.0, 0.0, 12.6, 30.7, 2.5]",3504.0,78.1,5443.5,3768.3,0.0,0.0,3.1,387.25,0.6974,0.0327,0.18,0.0092,0.4065,116.365,373,1713,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
38,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:36.482Z,74.154,baseline,,,12.2,"[24.6, 26.6, 16.6, 13.6, 0.0, 0.0, 0.0, 11.0, 29.5, 0.0]",3504.0,78.0,5420.3,3775.6,0.0,0.0,3.1,387.25,0.3052,1.7039,0.091,0.0,0.0005,135.171,373,1719,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
39,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:38.400Z,76.072,baseline,,,11.1,"[22.2, 17.2, 16.5, 12.1, 3.5, 0.0, 0.0, 29.6, 10.1, 0.0]",3504.0,78.0,5389.6,3780.5,0.0,0.0,3.1,387.25,0.8377,0.0164,0.136,0.0,0.0,52.57,373,1703,634.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
40,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:40.405Z,78.078,baseline,,,14.6,"[24.6, 22.0, 16.7, 15.1, 6.5, 4.5, 3.5, 26.5, 21.0, 5.5]",3504.0,78.0,5380.7,3784.9,0.0,0.0,3.1,387.25,0.61,0.0389,0.195,0.0118,0.48,51.769,373,1730,460.8,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
41,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:42.391Z,80.064,baseline,,,13.5,"[22.6, 18.2, 15.1, 10.0, 7.0, 4.0, 3.0, 36.0, 13.0, 6.5]",3504.0,78.2,5477.0,3743.5,0.0,0.0,3.1,387.25,2.5189,1.4806,0.183,0.002,0.0026,42.683,373,1733,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
42,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:44.402Z,82.075,baseline,,,10.0,"[20.6, 16.1, 11.6, 8.0, 0.5, 0.5, 0.0, 31.5, 9.5, 1.5]",3504.0,78.3,5471.6,3722.2,0.0,0.0,3.1,387.25,0.9237,0.0287,0.141,0.0,0.0005,54.667,373,1727,796.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
43,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:46.376Z,84.048,baseline,,,13.8,"[25.8, 23.6, 19.6, 17.0, 5.0, 1.0, 0.5, 18.0, 25.6, 2.0]",3504.0,78.6,5509.3,3669.4,0.0,0.0,3.1,387.25,0.3072,0.6492,0.122,0.0005,0.0,28.419,377,1710,96.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
44,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:48.500Z,86.173,baseline,,,11.7,"[19.1, 17.2, 12.6, 11.5, 15.1, 23.0, 4.0, 9.0, 5.0, 1.0]",3504.0,78.8,5518.0,3648.2,0.0,0.0,3.1,387.25,1.0363,0.0348,0.152,0.0051,0.0036,152.96,377,1730,64.5,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
45,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:50.396Z,88.068,baseline,,,10.6,"[17.6, 20.0, 13.1, 11.6, 10.0, 31.2, 1.5, 1.0, 0.5, 0.0]",3504.0,78.0,5447.6,3782.0,0.0,0.0,3.1,387.25,0.3932,0.0737,0.297,0.0005,0.0005,47.899,377,1719,2416.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
46,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:52.376Z,90.049,baseline,,,7.1,"[10.6, 10.1, 6.0, 3.0, 29.6, 10.6, 0.0, 0.5, 0.5, 0.0]",3504.0,77.8,5414.1,3820.2,0.0,0.0,3.1,387.25,1.6712,1.4439,0.25,0.0005,0.0,29.506,377,1712,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
47,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:54.391Z,92.064,baseline,,,9.0,"[12.1, 10.6, 7.1, 5.1, 26.0, 17.5, 3.5, 5.0, 2.0, 1.0]",3504.0,78.3,5516.1,3721.4,0.0,0.0,3.1,387.25,0.3441,0.0143,0.186,0.0,0.0005,45.171,377,1688,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
48,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:56.406Z,94.079,baseline,,,11.0,"[15.7, 13.1, 9.6, 8.0, 27.3, 20.1, 4.5, 7.0, 3.0, 1.5]",3504.0,78.3,5512.0,3724.7,0.0,0.0,3.1,387.25,0.2932,0.0205,0.149,0.001,0.0,62.305,377,1684,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
49,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:31:58.385Z,96.058,baseline,,,15.6,"[19.5, 19.2, 16.9, 11.6, 30.0, 23.9, 9.5, 14.1, 6.5, 5.0]",3504.0,79.3,5601.4,3549.4,0.0,0.0,3.1,387.25,0.1125,0.2577,0.488,0.002,0.001,37.613,377,1690,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
50,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:32:00.377Z,98.05,baseline,,,14.9,"[21.2, 16.7, 16.2, 10.6, 29.6, 20.7, 10.1, 17.1, 4.5, 2.5]",3504.0,79.1,5560.6,3596.0,0.0,0.0,3.1,387.25,0.3921,0.0513,0.186,0.0036,0.0031,36.638,377,1692,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
51,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:32:02.386Z,100.058,baseline,,,12.3,"[24.7, 19.0, 16.6, 16.6, 22.1, 19.6, 1.5, 2.5, 0.5, 0.0]",3504.0,78.9,5519.9,3628.1,0.0,0.0,3.1,387.25,2.2538,1.4406,0.187,0.0005,0.0,38.312,377,1700,104.8,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
52,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:32:04.397Z,102.069,baseline,,,7.5,"[11.6, 10.1, 8.0, 4.0, 11.4, 28.0, 2.0, 0.0, 0.0, 0.0]",3504.0,78.6,5466.8,3682.3,0.0,0.0,3.1,387.25,1.11,0.0307,0.198,0.0,0.0005,48.168,377,1702,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
53,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:32:06.454Z,104.127,baseline,,,8.2,"[15.6, 13.5, 9.5, 4.5, 10.1, 29.0, 0.0, 0.0, 0.0, 0.0]",3504.0,78.4,5445.6,3705.7,0.0,0.0,3.1,387.25,0.0369,1.7777,0.048,0.0005,0.0,106.325,377,1693,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
54,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:32:08.396Z,106.069,baseline,,,7.0,"[10.1, 10.0, 6.5, 3.0, 17.5, 21.5, 0.5, 0.5, 0.0, 0.0]",3504.0,78.1,5384.1,3770.4,0.0,0.0,3.1,387.25,0.0799,0.0307,0.241,0.002,0.0015,50.155,377,1678,1606.0,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
55,1d7f1d6b-e3dd-4d98-8e9c-208d90f9ab66,7fd03b1611fadce3c768a2e3,2026-07-31T16:32:10.388Z,108.061,baseline,,,7.4,"[11.0, 10.6, 7.5, 3.5, 11.5, 29.0, 0.5, 0.5, 0.0, 0.0]",3504.0,78.1,5384.7,3770.3,0.0,0.0,3.1,387.25,0.3645,0.0143,0.191,0.0005,0.0,42.457,377,1677,,,,[],98.0,0,"{""temperature"": ""macmon_not_installed (install with: brew install macmon)""}",0,
