machine_id,run_id,timestamp,cpu_pct,cpu_frequency_mhz,ram_pct,ram_used_mb,ram_available_mb,swap_pct,swap_used_mb,disk_usage_pct,disk_free_gb,disk_read_mb_s,disk_write_mb_s,disk_latency_ms,net_sent_mb_s,net_recv_mb_s,network_latency_ms,process_count,thread_count,context_switches_per_s,battery_pct,battery_plugged
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:45:46.861000Z,10.7,2803.0,50.7,8621.6,8390.2,7.1,75.7,15.3,402.87,0.0328,0.2108,0.0,0.0019,0.0078,35.278,241,2811,2327.9,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:45:48.875000Z,13.6,2803.0,50.7,8621.4,8390.4,7.1,75.7,15.3,402.87,0.0,0.0184,0.0,0.0002,0.0057,49.763,241,2820,2783.1,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:45:51.378000Z,17.4,2803.0,50.7,8621.6,8390.3,7.1,75.7,15.3,402.87,0.0,0.0143,0.0,0.0001,0.0009,49.863,241,2824,2244.4,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:45:52.912000Z,25.3,2803.0,50.8,8642.2,8369.7,7.1,75.7,15.3,402.87,0.0,0.2498,0.0,0.0001,0.0001,56.284,247,2894,9886.3,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:45:54.910000Z,11.7,2803.0,50.8,8641.8,8370.1,7.1,75.7,15.3,402.87,0.0082,0.1188,0.0,0.0001,0.0011,55.723,247,2894,2433.5,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:45:56.886000Z,11.5,2803.0,50.8,8641.4,8370.4,7.1,75.7,15.3,402.87,0.0,0.0184,0.0,0.0001,0.0009,29.968,247,2896,2233.7,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:45:58.871000Z,11.6,2803.0,50.8,8634.4,8377.4,7.1,75.7,15.3,402.87,0.1392,0.3849,0.0,0.006,0.0069,27.679,245,2884,2925.3,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:01.323000Z,18.4,2803.0,50.8,8634.7,8377.1,7.1,75.7,15.3,402.87,0.0,0.0184,0.0,0.0001,0.0017,78.077,245,2886,2964.2,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:02.879000Z,16.5,2803.0,50.8,8634.4,8377.4,7.1,75.7,15.3,402.87,0.0,0.3668,0.0,0.0001,0.0009,32.207,245,2885,5665.6,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:04.887000Z,12.0,2803.0,50.8,8634.2,8377.6,7.1,75.7,15.3,402.87,0.0,0.0205,0.0,0.0001,0.0001,42.655,245,2886,2330.6,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:06.946000Z,12.0,2803.0,50.8,8634.3,8377.6,7.1,75.7,15.3,402.87,0.0,0.0225,0.0,0.0001,0.0012,86.342,245,2886,2052.7,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:08.898000Z,11.4,2803.0,50.7,8621.8,8390.0,7.1,75.7,15.3,402.87,0.0,0.0778,0.0,0.0001,0.0013,69.523,241,2839,2895.3,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:10.880000Z,12.1,2803.0,50.7,8621.2,8390.6,7.1,75.7,15.3,402.87,0.0328,0.0184,0.0,0.0001,0.0043,46.077,241,2837,2536.5,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:13.309000Z,15.9,2803.0,50.7,8621.2,8390.7,7.1,75.7,15.3,402.87,0.0164,0.0614,0.0,0.0001,0.001,76.584,241,2835,2251.8,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:14.861000Z,16.0,2803.0,50.7,8623.5,8388.4,7.1,75.7,15.3,402.87,0.0082,0.0533,0.0,0.0001,0.0009,26.359,241,2834,5730.7,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:16.889000Z,10.3,2803.0,50.7,8622.2,8389.6,7.1,75.7,15.3,402.87,0.0,0.0123,0.0,0.0001,0.0002,54.767,241,2835,2120.7,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:18.906000Z,20.0,2803.0,50.9,8651.7,8360.1,7.1,75.7,15.3,402.87,0.0,0.1761,0.0,0.0058,0.0047,56.999,245,2860,6556.6,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:20.899000Z,13.8,2803.0,50.8,8647.6,8364.3,7.1,75.7,15.3,402.87,0.0082,0.1659,0.0,0.0001,0.0048,64.029,242,2846,2662.5,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:22.890000Z,11.6,2803.0,50.8,8647.5,8364.4,7.1,75.7,15.3,402.87,0.0328,0.086,0.0,0.0001,0.0009,44.233,242,2846,2303.1,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:25.277000Z,16.6,2803.0,50.8,8646.2,8365.6,7.1,75.7,15.3,402.87,0.0,0.0471,0.0,0.0001,0.0009,65.233,242,2843,2185.5,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:26.901000Z,11.9,2803.0,50.8,8649.5,8362.4,7.1,75.7,15.3,402.87,0.0,0.1024,0.0,0.0001,0.0009,56.813,242,2847,5636.7,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:28.902000Z,12.1,2803.0,50.8,8647.4,8364.5,7.1,75.7,15.3,402.87,0.0,0.0778,0.0,0.0001,0.0001,59.32,242,2846,2275.7,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:30.940000Z,12.2,2803.0,50.8,8647.6,8364.2,7.1,75.7,15.3,402.87,0.0,0.0164,0.0,0.0349,0.0037,102.514,242,2841,2266.4,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:32.891000Z,11.8,2803.0,50.8,8645.8,8366.0,7.1,75.7,15.3,402.87,0.0,0.0758,0.0,0.0008,0.0056,59.761,242,2850,2362.7,76.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:35.291000Z,17.0,2803.0,50.8,8646.1,8365.8,7.1,75.7,15.3,402.87,0.0,0.0532,0.0,0.0008,0.0001,75.3,242,2853,2759.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:36.903000Z,12.1,2803.0,50.8,8648.6,8363.2,7.1,75.7,15.3,402.87,0.0,0.2069,0.0,0.0001,0.001,64.773,242,2852,5781.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:38.932000Z,12.4,2803.0,50.8,8648.2,8363.7,7.1,75.7,15.3,402.87,0.0,0.0737,0.0,0.0001,0.0009,93.075,242,2851,2218.3,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:40.944000Z,12.6,2803.0,50.8,8647.4,8364.4,7.1,75.7,15.3,402.87,0.0,0.0123,0.0,0.0001,0.0001,100.166,242,2853,2411.7,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:42.920000Z,10.9,2803.0,50.8,8647.2,8364.6,7.1,75.7,15.3,402.87,0.0,0.0205,0.0,0.0001,0.0051,73.06,242,2853,2184.0,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:44.909000Z,12.8,2803.0,50.8,8644.5,8367.3,7.1,75.7,15.3,402.87,0.0,0.0246,0.0,0.0001,0.0013,68.207,242,2853,2276.0,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:47.402000Z,17.2,2803.0,50.8,8642.3,8369.6,7.1,75.7,15.3,402.87,0.0164,0.0676,0.0,0.0018,0.0003,156.934,242,2842,2689.3,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:48.914000Z,13.8,2803.0,50.8,8640.3,8371.6,7.1,75.7,15.3,402.87,0.0,0.2334,0.0,0.0002,0.0011,77.72,242,2847,6059.6,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:50.916000Z,13.0,2803.0,50.8,8640.0,8371.9,7.1,75.7,15.3,402.87,0.0,0.0451,0.0,0.0001,0.001,76.796,242,2848,2316.0,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:52.929000Z,11.3,2803.0,50.8,8637.4,8374.5,7.1,75.7,15.3,402.87,0.0,0.1433,0.0,0.0001,0.0004,85.285,242,2838,2572.1,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:54.890000Z,10.7,2803.0,50.8,8637.0,8374.8,7.1,75.7,15.3,402.87,0.0,0.0123,0.0,0.0001,0.0052,51.554,242,2837,2276.5,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:56.917000Z,11.7,2803.0,50.8,8637.0,8374.9,7.1,75.7,15.3,402.87,0.0,0.0409,0.0,0.0001,0.001,70.066,242,2838,2242.3,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:46:59.297000Z,16.0,2803.0,50.6,8615.9,8395.9,7.1,75.7,15.3,402.87,0.0,0.0184,0.333,0.0001,0.0001,61.458,241,2819,2572.3,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:00.882000Z,15.2,2803.0,50.7,8617.4,8394.5,7.1,75.7,15.3,402.87,0.0,0.0471,0.0,0.0001,0.0009,55.315,241,2818,5925.7,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:02.895000Z,14.3,2803.0,50.7,8618.4,8393.4,7.1,75.7,15.3,402.87,0.0,0.1454,0.0,0.0001,0.0009,61.454,242,2826,3032.8,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:04.875000Z,13.0,2803.0,50.7,8618.7,8393.2,7.1,75.7,15.3,402.87,0.0,0.1229,0.0,0.0001,0.0039,42.947,242,2831,3179.5,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:06.902000Z,10.5,2803.0,50.7,8618.7,8393.1,7.1,75.7,15.3,402.87,0.0,0.0635,0.0,0.0001,0.0021,61.624,242,2831,2231.1,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:09.294000Z,15.9,2803.0,50.7,8618.7,8393.1,7.1,75.7,15.3,402.87,0.0,0.0307,0.0,0.0001,0.001,73.392,242,2831,2150.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:10.855000Z,10.8,2803.0,50.7,8622.2,8389.7,7.1,75.7,15.3,402.87,0.0,0.0225,0.0,0.0001,0.0001,28.741,242,2831,5464.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:12.898000Z,12.3,2803.0,50.7,8621.9,8390.0,7.1,75.7,15.3,402.87,0.0,0.0758,0.0,0.0001,0.0005,65.938,242,2828,2693.3,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:14.892000Z,12.2,2803.0,50.7,8621.3,8390.5,7.1,75.7,15.3,402.87,0.0,0.0164,0.0,0.0002,0.0013,61.643,242,2823,2257.8,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:16.907000Z,13.1,2803.0,50.7,8621.0,8390.9,7.1,75.7,15.3,402.87,0.0,0.0451,0.0,0.0001,0.0037,78.049,242,2823,2307.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:18.903000Z,17.3,2803.0,50.6,8615.2,8396.7,7.1,75.7,15.3,402.87,0.0655,0.0471,0.0,0.0001,0.001,68.333,242,2823,2531.6,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:21.266000Z,16.2,2803.0,50.6,8615.0,8396.9,7.1,75.7,15.3,402.87,0.0164,0.0594,0.0,0.0001,0.0009,53.061,242,2813,2410.4,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:22.931000Z,15.1,2803.0,50.6,8615.1,8396.8,7.1,75.7,15.3,402.87,0.0,0.1208,0.0,0.0001,0.0001,95.716,242,2803,5838.9,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:24.878000Z,13.2,2803.0,50.6,8614.7,8397.1,7.1,75.7,15.3,402.87,0.0,0.1905,0.0,0.0001,0.0009,44.302,242,2796,2423.8,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:26.875000Z,12.0,2803.0,50.6,8613.8,8398.0,7.1,75.7,15.3,402.87,0.0,0.0123,0.0,0.0001,0.0051,48.494,242,2788,2344.1,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:28.859000Z,10.3,2803.0,50.6,8613.7,8398.2,7.1,75.7,15.3,402.87,0.0,0.0676,0.0,0.0001,0.0005,34.459,242,2785,2436.5,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:30.876000Z,12.1,2803.0,50.6,8599.6,8412.3,7.1,75.7,15.3,402.87,0.0,0.0717,0.0,0.0001,0.0009,52.045,242,2781,2262.5,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:33.881000Z,17.9,2803.0,50.5,8599.0,8412.8,7.1,75.7,15.3,402.87,0.0,0.0205,0.0,0.0001,0.001,67.478,244,2812,2379.1,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:34.914000Z,17.3,2803.0,50.7,8629.9,8381.9,7.1,75.7,15.3,402.87,0.0123,0.0225,0.0,0.0001,0.0001,72.659,244,2810,8857.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:36.932000Z,10.2,2803.0,50.7,8629.7,8382.1,7.1,75.7,15.3,402.87,0.0,0.0184,0.0,0.0001,0.0013,95.168,244,2810,2143.9,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:38.885000Z,15.5,2803.0,50.8,8648.9,8363.0,7.1,75.7,15.3,402.87,0.002,0.0614,0.0,0.0043,0.0107,39.557,244,2804,2772.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:40.889000Z,10.8,2803.0,50.7,8624.3,8387.6,7.1,75.7,15.3,402.87,0.639,10.4125,0.0,0.0014,0.0001,54.646,244,2809,2835.6,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:43.280000Z,16.7,2803.0,50.7,8623.8,8388.1,7.1,75.7,15.3,402.87,0.0,0.0512,0.0,0.0008,0.001,52.264,244,2810,2333.8,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:44.907000Z,14.4,2803.0,50.6,8613.1,8398.7,7.1,75.7,15.3,402.87,0.0,0.0819,0.0,0.0001,0.0009,66.09,244,2809,5688.6,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:46.871000Z,10.0,2803.0,50.6,8613.1,8398.7,7.1,75.7,15.3,402.87,0.0,0.0205,0.0,0.0019,0.0055,32.999,244,2804,2251.5,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:48.929000Z,13.8,2803.0,50.6,8613.2,8398.7,7.1,75.7,15.3,402.87,0.0,0.0184,0.0,0.0002,0.0043,88.503,244,2824,3070.1,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:50.887000Z,11.8,2803.0,50.6,8613.4,8398.5,7.1,75.7,15.3,402.87,0.0,0.0184,0.0,0.0001,0.0018,54.028,244,2827,2232.4,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:53.286000Z,16.1,2803.0,50.6,8613.8,8398.1,7.1,75.7,15.3,402.87,0.0,0.0819,0.0,0.0001,0.0001,62.771,244,2830,2488.2,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:54.895000Z,16.0,2803.0,50.7,8618.1,8393.7,7.1,75.7,15.3,402.87,0.0164,0.0901,0.0,0.0001,0.0011,59.547,244,2824,5958.0,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:56.877000Z,12.4,2803.0,50.7,8617.6,8394.2,7.1,75.7,15.3,402.87,0.0,0.0205,0.0,0.0001,0.001,37.696,244,2826,2466.4,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:47:58.881000Z,11.3,2803.0,50.7,8617.1,8394.7,7.1,75.7,15.3,402.87,0.0,0.1434,0.0,0.0001,0.0004,48.761,244,2825,2352.9,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:00.896000Z,13.9,2803.0,50.7,8617.8,8394.1,7.1,75.7,15.3,402.87,0.0,0.0573,0.0,0.0001,0.0052,52.538,244,2822,2228.4,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:02.891000Z,10.1,2803.0,50.7,8617.4,8394.5,7.1,75.7,15.3,402.87,0.0,0.0307,0.0,0.0001,0.001,60.185,244,2821,2198.1,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:05.282000Z,16.1,2803.0,50.7,8617.3,8394.6,7.1,75.7,15.3,402.87,0.0,0.0123,0.0,0.0001,0.0001,65.166,244,2818,2265.1,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:06.891000Z,15.7,2803.0,50.7,8618.9,8393.0,7.1,75.7,15.3,402.87,0.0,0.0389,0.0,0.0001,0.0013,50.417,244,2818,5647.0,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:08.873000Z,11.2,2803.0,50.7,8618.8,8393.0,7.1,75.7,15.3,402.87,0.041,0.215,0.0,0.0001,0.001,37.939,244,2820,2514.8,77.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:10.895000Z,10.9,2803.0,50.7,8618.4,8393.4,7.1,75.7,15.3,402.87,0.0,0.0143,0.0,0.0001,0.0043,41.352,244,2826,2814.9,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:12.898000Z,11.5,2803.0,50.7,8618.3,8393.5,7.1,75.7,15.3,402.87,0.0,0.0225,0.0,0.0001,0.0014,58.775,244,2826,2244.9,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:14.879000Z,12.9,2803.0,50.7,8618.4,8393.5,7.1,75.7,15.3,402.87,0.0328,0.084,0.0,0.0001,0.001,47.078,244,2825,2157.9,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:17.298000Z,17.7,2803.0,50.7,8618.3,8393.5,7.1,75.7,15.3,402.87,0.0,0.0164,0.0,0.0001,0.0003,82.401,244,2821,2136.9,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:18.897000Z,12.6,2803.0,50.7,8620.4,8391.5,7.1,75.7,15.3,402.87,0.0,0.1085,0.0,0.0001,0.001,51.065,244,2823,5384.5,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:20.874000Z,13.3,2803.0,50.7,8619.9,8392.0,7.1,75.7,15.3,402.87,0.0,0.0164,0.0,0.0001,0.0013,30.198,244,2829,2500.9,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:22.879000Z,11.6,2803.0,50.7,8619.7,8392.1,7.1,75.7,15.3,402.87,0.0,0.0307,0.25,0.0001,0.0043,36.524,244,2828,2233.2,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:24.880000Z,11.6,2803.0,50.7,8619.7,8392.2,7.1,75.7,15.3,402.87,0.0328,0.0164,0.0,0.0001,0.001,41.444,244,2827,2319.4,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:27.252000Z,16.4,2803.0,50.7,8619.5,8392.4,7.1,75.7,15.3,402.87,0.0164,0.0532,0.0,0.0001,0.0009,40.266,244,2823,2122.4,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:28.879000Z,14.4,2803.0,50.7,8617.8,8394.1,7.1,75.7,15.3,402.87,0.0,0.0717,0.0,0.0001,0.0001,43.043,243,2817,5915.8,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:30.923000Z,12.4,2803.0,50.7,8617.4,8394.4,7.1,75.7,15.3,402.87,0.0,0.0533,0.0,0.0002,0.001,85.584,243,2812,2507.1,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:32.914000Z,12.4,2803.0,50.7,8616.9,8394.9,7.1,75.7,15.3,402.87,0.0,0.0205,0.0,0.0001,0.0052,72.215,243,2810,2699.1,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:34.873000Z,12.2,2803.0,50.6,8615.5,8396.3,7.1,75.7,15.3,402.87,0.0,0.0512,0.0,0.0001,0.0005,40.323,243,2811,2204.0,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:37.404000Z,23.4,2803.0,50.7,8617.1,8394.8,7.1,75.7,15.3,402.87,0.0,0.0123,0.0,0.0001,0.001,49.119,243,2956,2101.1,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:38.895000Z,14.0,2803.0,50.6,8612.3,8399.6,7.1,75.7,15.3,402.87,0.0,0.5163,0.0,0.0001,0.001,40.899,243,2957,14270.8,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:40.903000Z,10.4,2803.0,50.6,8612.1,8399.8,7.1,75.7,15.3,402.87,0.0,0.0143,0.0,0.0001,0.0001,56.647,243,2952,2157.8,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:42.902000Z,11.0,2803.0,50.6,8611.1,8400.7,7.1,75.7,15.3,402.87,0.0,0.0164,0.0,0.0001,0.0013,54.638,243,2951,2117.7,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:44.887000Z,9.9,2803.0,50.6,8610.6,8401.2,7.1,75.7,15.3,402.87,0.0,0.0676,0.0,0.0001,0.0052,41.124,243,2951,2495.7,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:46.897000Z,11.1,2803.0,50.6,8609.9,8402.0,7.1,75.7,15.3,402.87,0.0,0.0614,0.0,0.0019,0.0004,41.555,243,2944,2328.6,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:49.302000Z,19.3,2803.0,50.6,8609.2,8402.6,7.1,75.7,15.3,402.87,0.0164,1.9742,0.0,0.0002,0.0011,66.128,243,2952,2840.4,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:50.906000Z,16.3,2803.0,50.6,8611.2,8400.6,7.1,75.7,15.3,402.87,0.0,0.0246,0.0,0.0001,0.001,54.569,243,2952,5705.1,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:52.892000Z,11.3,2803.0,50.6,8611.0,8400.8,7.1,75.7,15.3,402.87,0.0,0.0307,0.0,0.0001,0.0001,37.913,243,2952,2453.3,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:54.900000Z,11.2,2803.0,50.6,8610.7,8401.2,7.1,75.7,15.3,402.87,0.0,0.0225,0.0,0.0001,0.0047,39.203,243,2950,2378.8,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:56.919000Z,12.5,2803.0,50.6,8610.5,8401.4,7.1,75.7,15.3,402.87,0.0,0.0123,0.0,0.0001,0.0018,66.003,243,2951,2301.6,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:48:59.294000Z,17.5,2803.0,50.6,8610.3,8401.6,7.1,75.7,15.3,402.87,0.0,0.0676,0.0,0.0001,0.0001,71.982,243,2952,2458.4,78.0,1
7232bc533c21ce408d45d473,5bca2646-6745-4bbb-987d-ccb0a4486506,2026-08-09T21:49:00.914000Z,13.3,2803.0,50.6,8610.3,8401.6,7.1,75.7,15.3,402.87,0.0,0.0307,0.0,0.0001,0.0009,65.613,243,2951,5512.6,78.0,1
