candidate,parameters_json,train_pr_auc,validation_pr_auc,train_validation_pr_auc_gap,validation_roc_auc,precision,recall,f1,fp,fn,execution_time_seconds
3,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""min_samples_split"": 20, ""n_estimators"": 200}",0.9999852527711044,0.9826991791917479,0.01728607357935652,0.9618348814191329,0.9709522606718869,0.8881700554528651,0.927718112706649,115,484,10.65385229200183
1,"{""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""min_samples_split"": 10, ""n_estimators"": 300}",0.9999957093850216,0.9821178343444259,0.01787787504059568,0.9600506119322797,0.9797902276797135,0.8849353049907579,0.9299502245963336,79,498,15.937426749995211
5,"{""class_weight"": ""balanced"", ""max_depth"": 15, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 10, ""n_estimators"": 200}",0.9999187550814878,0.9806619013864002,0.01925685369508756,0.9553510895496613,0.9627620221948212,0.9020332717190388,0.9314088035309555,151,424,102.67251587499777
8,"{""class_weight"": ""balanced"", ""max_depth"": 15, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""min_samples_split"": 20, ""n_estimators"": 300}",0.9998622562280922,0.9806089031290215,0.019253353099070725,0.9550706672252461,0.9400433421622924,0.9020332717190388,0.9206461502181347,249,424,154.0278614589988
6,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""min_samples_split"": 5, ""n_estimators"": 200}",0.9961709139648864,0.9805464442608868,0.015624469703999666,0.9570302256490288,0.9550147492625368,0.8976432532347505,0.9254406860409718,183,443,8.379610625001078
7,"{""class_weight"": ""balanced"", ""max_depth"": 30, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""min_samples_split"": 5, ""n_estimators"": 200}",0.9999951905151594,0.9803178870992909,0.019677303415868486,0.9542940592840375,0.9348502994011976,0.9018022181146026,0.9180289309655416,272,425,118.63832437500241
2,"{""class_weight"": ""balanced"", ""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""min_samples_split"": 5, ""n_estimators"": 300}",0.9962814353792817,0.9799465502597033,0.01633488511957837,0.953799272780766,0.9184629803186504,0.9057301293900185,0.9120521172638436,348,408,118.29518458300299
4,"{""class_weight"": ""balanced"", ""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""min_samples_split"": 5, ""n_estimators"": 300}",0.999992330386516,0.9795982562194739,0.020394074167042087,0.9525800452833085,0.9309273422562141,0.8999537892791127,0.9151785714285714,289,433,169.4275317089996
