scope,machine_id,feature_name,dtype,missing_count,missing_percentage
overall,,cpu_pct,float64,0,0.0
overall,,cpu_frequency_mhz,float64,0,0.0
overall,,ram_pct,float64,0,0.0
overall,,ram_used_mb,float64,0,0.0
overall,,ram_available_mb,float64,0,0.0
overall,,swap_pct,float64,0,0.0
overall,,swap_used_mb,float64,0,0.0
overall,,disk_usage_pct,float64,0,0.0
overall,,disk_free_gb,float64,0,0.0
overall,,disk_read_mb_s,float64,8,0.0307
overall,,disk_write_mb_s,float64,8,0.0307
overall,,disk_latency_ms,float64,8,0.0307
overall,,net_sent_mb_s,float64,8,0.0307
overall,,net_recv_mb_s,float64,8,0.0307
overall,,network_latency_ms,float64,5158,19.811
overall,,process_count,int64,0,0.0
overall,,thread_count,int64,0,0.0
overall,,context_switches_per_s,float64,7134,27.4005
overall,,battery_pct,float64,0,0.0
overall,,battery_plugged,int64,0,0.0
overall,,cpu_pct_mean_30s,float64,0,0.0
overall,,cpu_pct_max_30s,float64,0,0.0
overall,,cpu_pct_min_30s,float64,0,0.0
overall,,cpu_pct_std_30s,float64,33,0.1267
overall,,cpu_pct_change_30s,float64,0,0.0
overall,,cpu_pct_missing_pct_30s,float64,0,0.0
overall,,cpu_pct_mean_60s,float64,0,0.0
overall,,cpu_pct_max_60s,float64,0,0.0
overall,,cpu_pct_min_60s,float64,0,0.0
overall,,cpu_pct_std_60s,float64,33,0.1267
overall,,cpu_pct_change_60s,float64,0,0.0
overall,,cpu_pct_missing_pct_60s,float64,0,0.0
overall,,cpu_pct_mean_120s,float64,0,0.0
overall,,cpu_pct_max_120s,float64,0,0.0
overall,,cpu_pct_min_120s,float64,0,0.0
overall,,cpu_pct_std_120s,float64,33,0.1267
overall,,cpu_pct_change_120s,float64,0,0.0
overall,,cpu_pct_missing_pct_120s,float64,0,0.0
overall,,ram_pct_mean_30s,float64,0,0.0
overall,,ram_pct_max_30s,float64,0,0.0
overall,,ram_pct_min_30s,float64,0,0.0
overall,,ram_pct_std_30s,float64,33,0.1267
overall,,ram_pct_change_30s,float64,0,0.0
overall,,ram_pct_missing_pct_30s,float64,0,0.0
overall,,ram_pct_mean_60s,float64,0,0.0
overall,,ram_pct_max_60s,float64,0,0.0
overall,,ram_pct_min_60s,float64,0,0.0
overall,,ram_pct_std_60s,float64,33,0.1267
overall,,ram_pct_change_60s,float64,0,0.0
overall,,ram_pct_missing_pct_60s,float64,0,0.0
overall,,ram_pct_mean_120s,float64,0,0.0
overall,,ram_pct_max_120s,float64,0,0.0
overall,,ram_pct_min_120s,float64,0,0.0
overall,,ram_pct_std_120s,float64,33,0.1267
overall,,ram_pct_change_120s,float64,0,0.0
overall,,ram_pct_missing_pct_120s,float64,0,0.0
overall,,swap_pct_mean_30s,float64,0,0.0
overall,,swap_pct_max_30s,float64,0,0.0
overall,,swap_pct_min_30s,float64,0,0.0
overall,,swap_pct_std_30s,float64,33,0.1267
overall,,swap_pct_change_30s,float64,0,0.0
overall,,swap_pct_missing_pct_30s,float64,0,0.0
overall,,swap_pct_mean_60s,float64,0,0.0
overall,,swap_pct_max_60s,float64,0,0.0
overall,,swap_pct_min_60s,float64,0,0.0
overall,,swap_pct_std_60s,float64,33,0.1267
overall,,swap_pct_change_60s,float64,0,0.0
overall,,swap_pct_missing_pct_60s,float64,0,0.0
overall,,swap_pct_mean_120s,float64,0,0.0
overall,,swap_pct_max_120s,float64,0,0.0
overall,,swap_pct_min_120s,float64,0,0.0
overall,,swap_pct_std_120s,float64,33,0.1267
overall,,swap_pct_change_120s,float64,0,0.0
overall,,swap_pct_missing_pct_120s,float64,0,0.0
overall,,disk_latency_ms_mean_30s,float64,8,0.0307
overall,,disk_latency_ms_max_30s,float64,8,0.0307
overall,,disk_latency_ms_min_30s,float64,8,0.0307
overall,,disk_latency_ms_std_30s,float64,41,0.1575
overall,,disk_latency_ms_change_30s,float64,108,0.4148
overall,,disk_latency_ms_missing_pct_30s,float64,0,0.0
overall,,disk_latency_ms_mean_60s,float64,8,0.0307
overall,,disk_latency_ms_max_60s,float64,8,0.0307
overall,,disk_latency_ms_min_60s,float64,8,0.0307
overall,,disk_latency_ms_std_60s,float64,41,0.1575
overall,,disk_latency_ms_change_60s,float64,217,0.8335
overall,,disk_latency_ms_missing_pct_60s,float64,0,0.0
overall,,disk_latency_ms_mean_120s,float64,8,0.0307
overall,,disk_latency_ms_max_120s,float64,8,0.0307
overall,,disk_latency_ms_min_120s,float64,8,0.0307
overall,,disk_latency_ms_std_120s,float64,41,0.1575
overall,,disk_latency_ms_change_120s,float64,413,1.5863
overall,,disk_latency_ms_missing_pct_120s,float64,0,0.0
overall,,disk_read_mb_s_mean_30s,float64,8,0.0307
overall,,disk_read_mb_s_max_30s,float64,8,0.0307
overall,,disk_read_mb_s_min_30s,float64,8,0.0307
overall,,disk_read_mb_s_std_30s,float64,41,0.1575
overall,,disk_read_mb_s_change_30s,float64,108,0.4148
overall,,disk_read_mb_s_missing_pct_30s,float64,0,0.0
overall,,disk_read_mb_s_mean_60s,float64,8,0.0307
overall,,disk_read_mb_s_max_60s,float64,8,0.0307
overall,,disk_read_mb_s_min_60s,float64,8,0.0307
overall,,disk_read_mb_s_std_60s,float64,41,0.1575
overall,,disk_read_mb_s_change_60s,float64,217,0.8335
overall,,disk_read_mb_s_missing_pct_60s,float64,0,0.0
overall,,disk_read_mb_s_mean_120s,float64,8,0.0307
overall,,disk_read_mb_s_max_120s,float64,8,0.0307
overall,,disk_read_mb_s_min_120s,float64,8,0.0307
overall,,disk_read_mb_s_std_120s,float64,41,0.1575
overall,,disk_read_mb_s_change_120s,float64,413,1.5863
overall,,disk_read_mb_s_missing_pct_120s,float64,0,0.0
overall,,disk_write_mb_s_mean_30s,float64,8,0.0307
overall,,disk_write_mb_s_max_30s,float64,8,0.0307
overall,,disk_write_mb_s_min_30s,float64,8,0.0307
overall,,disk_write_mb_s_std_30s,float64,41,0.1575
overall,,disk_write_mb_s_change_30s,float64,108,0.4148
overall,,disk_write_mb_s_missing_pct_30s,float64,0,0.0
overall,,disk_write_mb_s_mean_60s,float64,8,0.0307
overall,,disk_write_mb_s_max_60s,float64,8,0.0307
overall,,disk_write_mb_s_min_60s,float64,8,0.0307
overall,,disk_write_mb_s_std_60s,float64,41,0.1575
overall,,disk_write_mb_s_change_60s,float64,217,0.8335
overall,,disk_write_mb_s_missing_pct_60s,float64,0,0.0
overall,,disk_write_mb_s_mean_120s,float64,8,0.0307
overall,,disk_write_mb_s_max_120s,float64,8,0.0307
overall,,disk_write_mb_s_min_120s,float64,8,0.0307
overall,,disk_write_mb_s_std_120s,float64,41,0.1575
overall,,disk_write_mb_s_change_120s,float64,413,1.5863
overall,,disk_write_mb_s_missing_pct_120s,float64,0,0.0
overall,,net_sent_mb_s_mean_30s,float64,8,0.0307
overall,,net_sent_mb_s_max_30s,float64,8,0.0307
overall,,net_sent_mb_s_min_30s,float64,8,0.0307
overall,,net_sent_mb_s_std_30s,float64,41,0.1575
overall,,net_sent_mb_s_change_30s,float64,108,0.4148
overall,,net_sent_mb_s_missing_pct_30s,float64,0,0.0
overall,,net_sent_mb_s_mean_60s,float64,8,0.0307
overall,,net_sent_mb_s_max_60s,float64,8,0.0307
overall,,net_sent_mb_s_min_60s,float64,8,0.0307
overall,,net_sent_mb_s_std_60s,float64,41,0.1575
overall,,net_sent_mb_s_change_60s,float64,217,0.8335
overall,,net_sent_mb_s_missing_pct_60s,float64,0,0.0
overall,,net_sent_mb_s_mean_120s,float64,8,0.0307
overall,,net_sent_mb_s_max_120s,float64,8,0.0307
overall,,net_sent_mb_s_min_120s,float64,8,0.0307
overall,,net_sent_mb_s_std_120s,float64,41,0.1575
overall,,net_sent_mb_s_change_120s,float64,413,1.5863
overall,,net_sent_mb_s_missing_pct_120s,float64,0,0.0
overall,,net_recv_mb_s_mean_30s,float64,8,0.0307
overall,,net_recv_mb_s_max_30s,float64,8,0.0307
overall,,net_recv_mb_s_min_30s,float64,8,0.0307
overall,,net_recv_mb_s_std_30s,float64,41,0.1575
overall,,net_recv_mb_s_change_30s,float64,108,0.4148
overall,,net_recv_mb_s_missing_pct_30s,float64,0,0.0
overall,,net_recv_mb_s_mean_60s,float64,8,0.0307
overall,,net_recv_mb_s_max_60s,float64,8,0.0307
overall,,net_recv_mb_s_min_60s,float64,8,0.0307
overall,,net_recv_mb_s_std_60s,float64,41,0.1575
overall,,net_recv_mb_s_change_60s,float64,217,0.8335
overall,,net_recv_mb_s_missing_pct_60s,float64,0,0.0
overall,,net_recv_mb_s_mean_120s,float64,8,0.0307
overall,,net_recv_mb_s_max_120s,float64,8,0.0307
overall,,net_recv_mb_s_min_120s,float64,8,0.0307
overall,,net_recv_mb_s_std_120s,float64,41,0.1575
overall,,net_recv_mb_s_change_120s,float64,413,1.5863
overall,,net_recv_mb_s_missing_pct_120s,float64,0,0.0
overall,,network_latency_ms_mean_30s,float64,4252,16.3312
overall,,network_latency_ms_max_30s,float64,4252,16.3312
overall,,network_latency_ms_min_30s,float64,4252,16.3312
overall,,network_latency_ms_std_30s,float64,4305,16.5348
overall,,network_latency_ms_change_30s,float64,6121,23.5098
overall,,network_latency_ms_missing_pct_30s,float64,0,0.0
overall,,network_latency_ms_mean_60s,float64,4224,16.2237
overall,,network_latency_ms_max_60s,float64,4224,16.2237
overall,,network_latency_ms_min_60s,float64,4224,16.2237
overall,,network_latency_ms_std_60s,float64,4274,16.4157
overall,,network_latency_ms_change_60s,float64,6184,23.7517
overall,,network_latency_ms_missing_pct_60s,float64,0,0.0
overall,,network_latency_ms_mean_120s,float64,4195,16.1123
overall,,network_latency_ms_max_120s,float64,4195,16.1123
overall,,network_latency_ms_min_120s,float64,4195,16.1123
overall,,network_latency_ms_std_120s,float64,4231,16.2506
overall,,network_latency_ms_change_120s,float64,6298,24.1896
overall,,network_latency_ms_missing_pct_120s,float64,0,0.0
overall,,context_switches_per_s_mean_30s,float64,13,0.0499
overall,,context_switches_per_s_max_30s,float64,13,0.0499
overall,,context_switches_per_s_min_30s,float64,13,0.0499
overall,,context_switches_per_s_std_30s,float64,85,0.3265
overall,,context_switches_per_s_change_30s,float64,9956,38.2394
overall,,context_switches_per_s_missing_pct_30s,float64,0,0.0
overall,,context_switches_per_s_mean_60s,float64,12,0.0461
overall,,context_switches_per_s_max_60s,float64,12,0.0461
overall,,context_switches_per_s_min_60s,float64,12,0.0461
overall,,context_switches_per_s_std_60s,float64,45,0.1728
overall,,context_switches_per_s_change_60s,float64,10013,38.4583
overall,,context_switches_per_s_missing_pct_60s,float64,0,0.0
overall,,context_switches_per_s_mean_120s,float64,12,0.0461
overall,,context_switches_per_s_max_120s,float64,12,0.0461
overall,,context_switches_per_s_min_120s,float64,12,0.0461
overall,,context_switches_per_s_std_120s,float64,45,0.1728
overall,,context_switches_per_s_change_120s,float64,10261,39.4108
overall,,context_switches_per_s_missing_pct_120s,float64,0,0.0
overall,,process_count_mean_30s,float64,0,0.0
overall,,process_count_max_30s,float64,0,0.0
overall,,process_count_min_30s,float64,0,0.0
overall,,process_count_std_30s,float64,33,0.1267
overall,,process_count_change_30s,float64,0,0.0
overall,,process_count_missing_pct_30s,float64,0,0.0
overall,,process_count_mean_60s,float64,0,0.0
overall,,process_count_max_60s,float64,0,0.0
overall,,process_count_min_60s,float64,0,0.0
overall,,process_count_std_60s,float64,33,0.1267
overall,,process_count_change_60s,float64,0,0.0
overall,,process_count_missing_pct_60s,float64,0,0.0
overall,,process_count_mean_120s,float64,0,0.0
overall,,process_count_max_120s,float64,0,0.0
overall,,process_count_min_120s,float64,0,0.0
overall,,process_count_std_120s,float64,33,0.1267
overall,,process_count_change_120s,float64,0,0.0
overall,,process_count_missing_pct_120s,float64,0,0.0
overall,,thread_count_mean_30s,float64,0,0.0
overall,,thread_count_max_30s,float64,0,0.0
overall,,thread_count_min_30s,float64,0,0.0
overall,,thread_count_std_30s,float64,33,0.1267
overall,,thread_count_change_30s,float64,0,0.0
overall,,thread_count_missing_pct_30s,float64,0,0.0
overall,,thread_count_mean_60s,float64,0,0.0
overall,,thread_count_max_60s,float64,0,0.0
overall,,thread_count_min_60s,float64,0,0.0
overall,,thread_count_std_60s,float64,33,0.1267
overall,,thread_count_change_60s,float64,0,0.0
overall,,thread_count_missing_pct_60s,float64,0,0.0
overall,,thread_count_mean_120s,float64,0,0.0
overall,,thread_count_max_120s,float64,0,0.0
overall,,thread_count_min_120s,float64,0,0.0
overall,,thread_count_std_120s,float64,33,0.1267
overall,,thread_count_change_120s,float64,0,0.0
overall,,thread_count_missing_pct_120s,float64,0,0.0
overall,,cpu_pct_diff,float64,33,0.1267
overall,,ram_pct_diff,float64,33,0.1267
overall,,swap_pct_diff,float64,33,0.1267
overall,,disk_latency_ms_diff,float64,41,0.1575
overall,,context_switches_per_s_diff,float64,10374,39.8448
overall,,context_switches_per_s_missing,int8,0,0.0
overall,,network_latency_ms_missing,int8,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_frequency_mhz,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_used_mb,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_available_mb,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_used_mb,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_usage_pct,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_free_gb,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_read_mb_s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,network_latency_ms,float64,822,6.8885
machine,0890dcc046c079acc4de4202,process_count,int64,0,0.0
machine,0890dcc046c079acc4de4202,thread_count,int64,0,0.0
machine,0890dcc046c079acc4de4202,context_switches_per_s,float64,7128,59.7335
machine,0890dcc046c079acc4de4202,battery_pct,float64,0,0.0
machine,0890dcc046c079acc4de4202,battery_plugged,int64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_mean_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_max_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_min_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_std_30s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,cpu_pct_change_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_mean_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_max_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_min_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_std_60s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,cpu_pct_change_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_mean_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_max_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_min_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_std_120s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,cpu_pct_change_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,cpu_pct_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_mean_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_max_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_min_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_std_30s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,ram_pct_change_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_mean_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_max_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_min_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_std_60s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,ram_pct_change_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_mean_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_max_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_min_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_std_120s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,ram_pct_change_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,ram_pct_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_mean_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_max_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_min_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_std_30s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,swap_pct_change_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_mean_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_max_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_min_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_std_60s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,swap_pct_change_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_mean_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_max_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_min_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_std_120s,float64,3,0.0251
machine,0890dcc046c079acc4de4202,swap_pct_change_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,swap_pct_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_latency_ms_mean_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_max_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_min_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_std_30s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_latency_ms_change_30s,float64,31,0.2598
machine,0890dcc046c079acc4de4202,disk_latency_ms_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_latency_ms_mean_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_max_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_min_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_std_60s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_latency_ms_change_60s,float64,62,0.5196
machine,0890dcc046c079acc4de4202,disk_latency_ms_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_latency_ms_mean_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_max_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_min_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_latency_ms_std_120s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_latency_ms_change_120s,float64,121,1.014
machine,0890dcc046c079acc4de4202,disk_latency_ms_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_read_mb_s_mean_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_max_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_min_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_std_30s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_read_mb_s_change_30s,float64,31,0.2598
machine,0890dcc046c079acc4de4202,disk_read_mb_s_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_read_mb_s_mean_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_max_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_min_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_std_60s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_read_mb_s_change_60s,float64,62,0.5196
machine,0890dcc046c079acc4de4202,disk_read_mb_s_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_read_mb_s_mean_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_max_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_min_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_read_mb_s_std_120s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_read_mb_s_change_120s,float64,121,1.014
machine,0890dcc046c079acc4de4202,disk_read_mb_s_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_write_mb_s_mean_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_max_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_min_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_std_30s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_write_mb_s_change_30s,float64,31,0.2598
machine,0890dcc046c079acc4de4202,disk_write_mb_s_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_write_mb_s_mean_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_max_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_min_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_std_60s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_write_mb_s_change_60s,float64,62,0.5196
machine,0890dcc046c079acc4de4202,disk_write_mb_s_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,disk_write_mb_s_mean_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_max_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_min_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,disk_write_mb_s_std_120s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,disk_write_mb_s_change_120s,float64,121,1.014
machine,0890dcc046c079acc4de4202,disk_write_mb_s_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,net_sent_mb_s_mean_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_max_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_min_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_std_30s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,net_sent_mb_s_change_30s,float64,31,0.2598
machine,0890dcc046c079acc4de4202,net_sent_mb_s_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,net_sent_mb_s_mean_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_max_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_min_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_std_60s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,net_sent_mb_s_change_60s,float64,62,0.5196
machine,0890dcc046c079acc4de4202,net_sent_mb_s_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,net_sent_mb_s_mean_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_max_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_min_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_sent_mb_s_std_120s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,net_sent_mb_s_change_120s,float64,121,1.014
machine,0890dcc046c079acc4de4202,net_sent_mb_s_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,net_recv_mb_s_mean_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_max_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_min_30s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_std_30s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,net_recv_mb_s_change_30s,float64,31,0.2598
machine,0890dcc046c079acc4de4202,net_recv_mb_s_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,net_recv_mb_s_mean_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_max_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_min_60s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_std_60s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,net_recv_mb_s_change_60s,float64,62,0.5196
machine,0890dcc046c079acc4de4202,net_recv_mb_s_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,net_recv_mb_s_mean_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_max_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_min_120s,float64,2,0.0168
machine,0890dcc046c079acc4de4202,net_recv_mb_s_std_120s,float64,5,0.0419
machine,0890dcc046c079acc4de4202,net_recv_mb_s_change_120s,float64,121,1.014
machine,0890dcc046c079acc4de4202,net_recv_mb_s_missing_pct_120s,float64,0,0.0
machine,0890dcc046c079acc4de4202,network_latency_ms_mean_30s,float64,16,0.1341
machine,0890dcc046c079acc4de4202,network_latency_ms_max_30s,float64,16,0.1341
machine,0890dcc046c079acc4de4202,network_latency_ms_min_30s,float64,16,0.1341
machine,0890dcc046c079acc4de4202,network_latency_ms_std_30s,float64,38,0.3184
machine,0890dcc046c079acc4de4202,network_latency_ms_change_30s,float64,1667,13.9697
machine,0890dcc046c079acc4de4202,network_latency_ms_missing_pct_30s,float64,0,0.0
machine,0890dcc046c079acc4de4202,network_latency_ms_mean_60s,float64,1,0.0084
machine,0890dcc046c079acc4de4202,network_latency_ms_max_60s,float64,1,0.0084
machine,0890dcc046c079acc4de4202,network_latency_ms_min_60s,float64,1,0.0084
machine,0890dcc046c079acc4de4202,network_latency_ms_std_60s,float64,19,0.1592
machine,0890dcc046c079acc4de4202,network_latency_ms_change_60s,float64,1718,14.3971
machine,0890dcc046c079acc4de4202,network_latency_ms_missing_pct_60s,float64,0,0.0
machine,0890dcc046c079acc4de4202,network_latency_ms_mean_120s,float64,1,0.0084
machine,0890dcc046c079acc4de4202,network_latency_ms_max_120s,float64,1,0.0084
machine,0890dcc046c079acc4de4202,network_latency_ms_min_120s,float64,1,0.0084
machine,0890dcc046c079acc4de4202,network_latency_ms_std_120s,float64,4,0.0335
machine,0890dcc046c079acc4de4202,network_latency_ms_change_120s,float64,1781,14.925
