scope,machine_id,feature_name,dtype,missing_count,missing_percentage
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_std_60s,float64,9,0.0909
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_change_60s,float64,104,1.0499
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_missing_pct_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_mean_120s,float64,4,0.0404
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_max_120s,float64,4,0.0404
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_min_120s,float64,4,0.0404
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_std_120s,float64,9,0.0909
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_change_120s,float64,209,2.1098
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_missing_pct_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_mean_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_max_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_min_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_std_30s,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,process_count_change_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_missing_pct_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_mean_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_max_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_min_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_std_60s,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,process_count_change_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_missing_pct_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_mean_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_max_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_min_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_std_120s,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,process_count_change_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,process_count_missing_pct_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_mean_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_max_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_min_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_std_30s,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,thread_count_change_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_missing_pct_30s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_mean_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_max_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_min_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_std_60s,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,thread_count_change_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_missing_pct_60s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_mean_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_max_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_min_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_std_120s,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,thread_count_change_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,thread_count_missing_pct_120s,float64,0,0.0
machine,a0f8c86097e55fbfa506d057,cpu_pct_diff,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,ram_pct_diff,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,swap_pct_diff,float64,5,0.0505
machine,a0f8c86097e55fbfa506d057,disk_latency_ms_diff,float64,9,0.0909
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_diff,float64,9,0.0909
machine,a0f8c86097e55fbfa506d057,context_switches_per_s_missing,int8,0,0.0
machine,a0f8c86097e55fbfa506d057,network_latency_ms_missing,int8,0,0.0
