machine_id,run_id,level,model,rows,positive_count,negative_count,positive_rate,pr_auc,roc_auc,accuracy,precision,recall,f1,tn,fp,fn,tp,extremely_small_group,single_class_group,substantially_weaker_pr_auc,unusually_poor_recall,dominates_validation_rows,dominates_validation_positives
0890dcc046c079acc4de4202,90c048bb-46c5-4345-a113-d3bc37b876cb,run,LightGBM,3024,0,3024,0.0,0.0,,0.9755291005291006,0.0,0.0,0.0,2950,74,0,0,False,True,True,True,False,False
7232bc533c21ce408d45d473,f3c83d3f-0563-4e35-aa47-2e79402b0105,run,LightGBM,1789,472,1317,0.2638345444382337,0.7502800358380391,0.8175006113020089,0.7160424818334264,0.4772151898734177,0.798728813559322,0.5974643423137876,904,413,95,377,False,False,True,False,False,False
7232bc533c21ce408d45d473,96f661cc-1233-4539-a814-c4c352953500,run,LightGBM,247,144,103,0.582995951417004,0.9621251548801484,0.9446467098166128,0.8421052631578947,0.7900552486187845,0.9930555555555556,0.88,65,38,1,143,True,False,False,False,False,False
7232bc533c21ce408d45d473,b1dd3935-56dd-4497-a77e-67128988e2c9,run,LightGBM,268,268,0,1.0,1.0,,0.8171641791044776,1.0,0.8171641791044776,0.8993839835728953,0,0,49,219,True,True,False,False,False,False
a0f8c86097e55fbfa506d057,0fc9db54-83d3-456a-b9ea-1aa8a6f66cf9,run,LightGBM,5,5,0,1.0,1.0,,1.0,1.0,1.0,1.0,0,0,0,5,True,True,False,False,False,False
a0f8c86097e55fbfa506d057,baa2a6f4-7121-4bce-9c80-611ebc22ceaf,run,LightGBM,8602,1747,6855,0.20309230411532203,0.5723103079655925,0.7455359756039006,0.8176005580097652,0.5625879043600562,0.4579278763594734,0.5048911328494793,6233,622,947,800,False,False,True,True,False,False
d588df123ac0d0ce20b112ac,35472c29-8dd3-49be-8d6b-1984d158745d,run,LightGBM,8277,8277,0,1.0,1.0,,0.9996375498368975,1.0,0.9996375498368975,0.9998187420699656,0,0,3,8274,False,True,False,False,False,True
