machine_id,run_id,relationship_to_difficult,rows,segments,invalid_timestamp_count,duplicate_timestamp_count,median_interval_seconds,p95_interval_seconds,large_gap_count,maximum_gap_seconds,raw_missing_percentage,constant_raw_feature_count,impossible_metric_value_count,sensor_abnormal_row_count,sensor_abnormal_percentage,sample_unreliable_row_count,sample_unreliable_percentage,missed_deadline_count,data_quality_classification
a0f8c86097e55fbfa506d057,c89dd147-c631-4848-a604-72c697e9da2b,preceding_development_neighbor,2118,2,0,0,4.094,8.167399999999999,1,112.864,0.03777148253068933,1,0,10,0.4721435316336166,889,41.97355996222852,889,comparison_neighbor
a0f8c86097e55fbfa506d057,0fc9db54-83d3-456a-b9ea-1aa8a6f66cf9,preceding_development_neighbor,38,1,0,0,8.997,12.32899999999999,0,14.716,0.7894736842105263,2,0,38,100.0,38,100.0,38,comparison_neighbor
a0f8c86097e55fbfa506d057,baa2a6f4-7121-4bce-9c80-611ebc22ceaf,difficult,9188,8,0,0,2.045,4.232,7,4521.461,0.16815411406181976,1,0,303,3.2977797126686985,739,8.04309969525468,453,A_likely_valid_real_regime
