comparison,feature,feature_type,train_mean,difficult_mean,train_median,difficult_median,train_std,difficult_std,train_p10,train_p25,train_p75,train_p90,train_p95,difficult_p10,difficult_p25,difficult_p75,difficult_p90,difficult_p95,train_missing_pct,difficult_missing_pct,missing_pct_difference,standardized_mean_difference,absolute_smd,psi,ks_statistic,shift_metric,shift_rank
train_negative_vs_difficult_negative,disk_read_mb_s_change_60s,engineered,-0.17134375230508225,-0.2669784390955507,0.0,-0.0087999999999999,13.173958372033331,13.869661092778516,-1.2433299999999998,-0.1498,0.1267,1.121210000000002,2.9491149999999937,-1.9698999999999989,-0.24749999999999994,0.18105,1.61752,4.945169999999996,0.7939702169697413,0.0,-0.7939702169697413,-0.0070702856731247555,0.0070702856731247555,0.2652517060236469,0.09407974176299788,0.3664017334597695,177
train_negative_vs_difficult_negative,network_latency_ms_max_60s,engineered,304.65500829062705,179.47177967381455,143.262,109.3495,3479.7636672078415,163.6135135478436,64.559,81.327,293.17,624.359,795.685,72.474,78.104,199.075,410.07,576.916,7.542717061212542,3.398978847556528,-4.143738213656014,-0.050819673363138515,0.050819673363138515,0.1883245977593257,0.12501249218414912,0.36415676330661334,178
train_negative_vs_difficult_negative,net_sent_mb_s_std_30s,engineered,0.006917099474027355,0.010438105095639137,0.00283998868207,0.0025940775037068,0.03026210375451393,0.21821720880157133,0.00021408241019394027,0.0015176736583779,0.0054805717463196,0.011828219678334721,0.018850449784384757,0.0009507488299474601,0.0015940439581600498,0.00393466959484205,0.00686211047185512,0.010363131542733401,0.0823241008378764,0.0,-0.0823241008378764,0.022602487325356566,0.022602487325356566,0.19857005016680748,0.1170094188284716,0.33818195632063563,179
train_negative_vs_difficult_negative,process_count_change_120s,engineered,-0.39352749624967986,-0.6390955506929249,0.0,-1.0,10.413827903462664,5.220706936339802,-7.0,-3.0,3.0,9.0,13.94999999999709,-5.0,-3.0,2.0,4.0,6.0,0.0,0.0,0.0,-0.02981200564510603,0.02981200564510603,0.21039426433977532,0.0963992042764179,0.3366054742612993,180
train_negative_vs_difficult_negative,thread_count_change_120s,engineered,-8.762010171600014,-24.2144420131291,-7.0,-22.0,112.92676686686242,169.10443088639067,-112.0,-51.0,39.0,96.0,148.0,-166.0,-78.0,43.0,111.0,174.0,0.0,0.0,0.0,-0.10746834788968382,0.10746834788968382,0.09348774795027442,0.10896875943484635,0.3099248552748046,181
train_negative_vs_difficult_negative,network_latency_ms_missing,engineered,0.09778273755076652,0.041721371261852665,0.0,0.0,0.2970233791453716,0.19996632625007754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22142094960321274,0.22142094960321274,0.0,0.056061366288913894,0.27748231589212663,182
train_negative_vs_difficult_negative,process_count_change_30s,engineered,-0.0915626943763492,-0.19270605397520058,0.0,0.0,6.063796640241132,3.327876863006492,-5.0,-2.0,2.0,6.0,10.0,-3.0,-2.0,1.0,3.0,5.0,0.0,0.0,0.0,-0.020679348079087452,0.020679348079087452,0.16670748650928435,0.07839150275970885,0.26577833734808065,183
train_negative_vs_difficult_negative,net_sent_mb_s_change_120s,engineered,0.0008844822463229835,-0.006919766593727205,0.0,0.0,0.05926721361963764,0.33640417344243423,-0.0086,-0.0021,0.0019999999999999,0.0081,0.0157999999999999,-0.0061,-0.0015999999999999,0.0011,0.004560000000000036,0.0086,1.489151512934031,0.0,-1.489151512934031,-0.03231076246516866,0.03231076246516866,0.15677011212942082,0.0679078647073248,0.2569887393019143,184
train_negative_vs_difficult_negative,swap_pct_change_120s,engineered,0.03379312868171674,0.04048140043763676,0.0,0.0,0.41608845800678756,0.29690957855473155,-0.1,0.0,0.0,0.1000000000000014,0.3000000000000007,-0.1000000000000014,0.0,0.0,0.1999999999999993,0.6000000000000014,0.0,0.0,0.0,0.018504261213754036,0.018504261213754036,0.12688050983822421,0.10803343915706526,0.25341821020904354,185
train_negative_vs_difficult_negative,net_sent_mb_s_change_60s,engineered,0.00044999631186840787,-0.008877330415754923,0.0,0.0,0.05210532851051045,0.41107597415815583,-0.0079,-0.002,0.0018,0.0077,0.0145,-0.0057,-0.0015,0.00109999999999995,0.0048,0.0089,0.7939702169697413,0.0,-0.7939702169697413,-0.03183384051535427,0.03183384051535427,0.14890345421746115,0.060535886327426236,0.24127318106024165,186
train_negative_vs_difficult_negative,net_sent_mb_s_change_30s,engineered,0.0002126152772164459,-0.00878423048869438,0.0,0.0,0.048409969910028446,0.4108629904615836,-0.0075,-0.0019,0.0017,0.0072,0.0137999999999999,-0.0055,-0.0015,0.00109999999999995,0.0047,0.008829999999999897,0.4171087775785738,0.0,-0.4171087775785738,-0.030754904499886018,0.030754904499886018,0.15219885535322591,0.05505401692698231,0.23800777678009424,187
train_negative_vs_difficult_negative,cpu_pct_diff,engineered,-0.0407995167755752,-0.030444930707512762,-0.0999999999999996,-0.0999999999999943,7.18691992047198,7.595687196265235,-7.0,-2.6999999999999993,2.5999999999999996,7.0,11.000000000000002,-8.799999999999997,-4.0,4.0,8.600000000000001,12.6,0.05305330942885369,0.0,-0.05305330942885369,0.0014003794529736972,0.0014003794529736972,0.14481081202908722,0.08728437830294777,0.23349556978500868,188
