machine_id,development_rows,positive_rate,run_count,run_positive_rate_mean,run_positive_rate_std,run_positive_rate_min,run_positive_rate_max,cpu_pct_median,cpu_pct_p90,cpu_pct_p95,ram_pct_median,ram_pct_p90,ram_pct_p95,swap_pct_median,swap_pct_p90,swap_pct_p95,disk_latency_ms_median,disk_latency_ms_p90,disk_latency_ms_p95,disk_read_mb_s_median,disk_read_mb_s_p90,disk_read_mb_s_p95,disk_write_mb_s_median,disk_write_mb_s_p90,disk_write_mb_s_p95,context_switches_per_s_median,context_switches_per_s_p90,context_switches_per_s_p95,process_count_median,process_count_p90,process_count_p95,thread_count_median,thread_count_p90,thread_count_p95,median_absolute_raw_smd_vs_development,maximum_absolute_raw_smd_vs_development
0890dcc046c079acc4de4202,25499,0.13365230009019963,7,0.3273741155672136,0.46156024153225983,0.0,1.0,7.8,22.3,26.5,75.2,80.3,80.9,46.9,65.4,86.2,0.235,0.5149000000000015,0.667,0.1435,2.0612,6.551154999999942,0.127,1.9354900000000017,4.207779999999999,307.1,1684.9,2804.2599999999998,454.0,582.0,586.0,1565.0,1814.0,2190.0,0.5752786185482675,1.8443818966671441
7232bc533c21ce408d45d473,13285,0.39751599548362815,11,0.5040962724887329,0.2815773877078962,0.047619047619047616,1.0,37.1,100.0,100.0,44.5,52.4,54.6,4.3,7.7,8.3,0.0,0.0,0.0,0.0,0.22945,1.2534750000000001,0.0963,1.1049,3.28795,7905.0,15298.2,18273.55,208.0,226.0,229.0,2509.0,2798.0,2869.0,0.7983574917066085,2.0882354561861955
a0f8c86097e55fbfa506d057,50324,0.397941340116048,13,0.4567619074335926,0.3960883352835883,0.0,1.0,60.3,91.5,97.5,85.9,93.7,95.0,15.4,30.2,40.9,0.0,0.002,0.004,0.5084,5.8156,13.151900000000001,0.6585,7.5443,13.775549999999999,30021.8,70790.9,80132.29999999999,316.0,361.0,370.0,4230.0,4888.0,5019.0,0.12824338865656085,1.1380767471048965
d588df123ac0d0ce20b112ac,15964,0.6512152342771236,15,0.4857245097342072,0.4829277467012748,0.0,1.0,100.0,100.0,100.0,49.1,68.9,70.6,3.5,7.4,19.8,0.0,0.0,0.011,0.0,0.086,0.4748,0.0553,0.2919,0.86235,33313.7,42128.7,43576.85,212.0,265.0,270.0,2674.0,3724.0,3795.8499999999985,0.2591500279170084,1.3356926733037702
